ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Validated_Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_4,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,CSR Factor,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Women_Leave,Men_Leave,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest)
6444,WALTHALL,Warehouse,China,Director,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,116,3,0,0,,0,RandD,low,F,3,5,3,4,3,2,2,1,2,0,NA,1,2,1,2,3,5,1,1,1,2,1688,68,7
6445,WALKOWIAK,Operations,Colombia,Director,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,139,2,0,0,,0,sales,medium,M,64,5,1,5,3,2,2,1,2,NA,1,1,1,1,2,3,3,1,4,3,4,1857,67,6
6446,WALBURN,Sales,China,Director,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,216,3,0,0,,0,support,medium,M,35,3,2,3,4,1,2,2,1,NA,1,1,3,2,3,1,1,1,3,3,1,2567,79,8
6447,VIVIANO,Finance,US,Director,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,165,2,0,0,,0,IT,high,F,37,5,5,1,3,1,1,2,1,1,NA,1,2,1,5,1,2,1,4,2,3,1234,73,8
6448,VANDERHOFF,Human Resources,Turkey,Director,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,6,286,4,0,0,,0,sales,low,F,31,5,5,2,4,1,2,1,1,1,NA,2,1,1,5,2,4,1,2,4,2,3774,75,7
6449,VALEZ,IT,UK,Director,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,136,3,0,0,,0,sales,medium,F,13,3,4,2,1,1,1,2,2,0,NA,1,1,1,4,3,1,2,5,4,5,1446,90,10
6450,UGALDE,Warehouse,Colombia,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,225,4,0,0,,0,hr,low,M,48,5,5,3,5,2,2,2,2,NA,1,1,2,2,3,4,5,2,2,4,4,2767,79,10
6451,TRUMBULL,Operations,Colombia,Senior Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,163,3,0,0,,0,technical,low,F,27,2,2,5,2,1,2,1,1,1,NA,1,4,2,1,4,2,1,3,1,4,1639,86,6
6452,TODARO,Sales,Australia,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,272,4,0,0,,0,sales,low,M,61,3,3,1,5,1,2,1,2,NA,1,2,5,1,4,1,1,2,4,1,5,2857,80,6
6453,TILFORD,Finance,Turkey,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,135,2,0,0,,0,sales,high,M,24,3,3,1,4,2,2,1,1,NA,1,1,2,1,2,3,3,2,4,1,2,1292,90,7
6454,TIDD,Human Resources,US,Senior Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,184,3,0,0,,0,marketing,low,F,64,5,4,3,4,2,1,1,1,1,NA,2,1,2,3,1,4,2,2,3,1,3812,90,6
6455,TIBBITS,IT,Australia,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,219,2,0,0,,0,sales,medium,F,28,5,2,3,5,2,2,2,1,1,NA,2,3,2,3,5,5,1,4,1,2,2164,76,10
6456,TERRANOVA,Warehouse,China,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,249,2,0,0,,0,sales,medium,M,53,3,2,5,3,1,2,1,2,NA,1,2,5,1,1,1,5,1,1,5,4,2323,75,9
6457,TEMPLEMAN,Operations,Japan,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,142,3,0,0,,0,technical,low,F,46,3,3,1,3,2,1,2,1,0,NA,2,4,2,2,4,4,1,5,4,5,1694,60,6
6458,TANNENBAUM,Sales,Colombia,Senior Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,137,3,0,0,,0,management,medium,M,47,2,4,2,4,2,1,1,1,NA,1,1,1,2,1,1,4,2,4,5,5,1023,89,8
6459,TALMAGE,Finance,France,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,168,3,0,0,,0,support,low,M,37,5,2,5,1,2,1,2,1,NA,1,1,4,2,2,1,5,1,2,5,2,1717,63,8
6460,TABAREZ,Human Resources,Turkey,Senior Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,165,3,1,0,,0,management,medium,F,32,5,1,3,1,2,1,1,2,1,NA,2,2,1,3,5,2,2,5,2,4,1798,87,7
6461,SWEARENGIN,IT,China,Senior Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,199,2,0,0,,0,technical,low,M,4,3,5,1,2,2,2,1,1,NA,1,2,2,2,4,3,3,1,2,1,3,3553,90,8
6462,SWARTWOOD,Warehouse,UK,Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,246,3,0,0,,0,sales,low,M,27,3,3,2,3,1,1,2,1,NA,1,1,5,2,3,3,3,2,4,1,1,3648,77,6
6463,SVENDSEN,Operations,France,Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,224,4,1,0,,0,accounting,medium,M,43,2,2,3,4,1,1,2,1,NA,1,2,2,1,4,2,1,2,4,2,5,2336,75,8
6464,STRUM,Sales,UK,Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,216,6,0,0,,0,technical,low,M,54,5,5,5,3,1,2,1,2,NA,1,1,5,1,2,5,3,1,1,1,1,2075,77,9
6465,STRACK,Finance,Australia,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,167,2,0,0,,0,sales,low,M,3,3,3,5,3,1,1,2,1,NA,1,2,4,1,3,3,5,1,5,5,3,1140,87,6
6466,STORIE,Human Resources,UK,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,182,3,0,0,,0,sales,medium,M,14,2,5,5,3,2,1,2,1,NA,1,1,1,1,3,3,1,5,5,2,3,3413,87,9
6467,STOCKARD,IT,Japan,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,6,126,3,0,0,,0,technical,medium,F,37,1,2,1,4,2,1,1,1,0,NA,1,4,1,5,5,1,2,5,5,2,1697,88,9
6468,STEINBECK,Warehouse,China,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,170,3,1,0,,0,marketing,medium,F,48,1,1,4,4,2,2,1,1,1,NA,2,1,2,1,4,4,1,5,5,3,1299,85,7
6469,STARNS,Operations,Australia,Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,148,3,0,0,,0,accounting,medium,M,2,2,4,2,3,1,1,2,1,NA,1,2,3,2,1,2,3,2,5,1,5,1805,87,10
6470,STANKO,Sales,China,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,141,3,0,0,,0,sales,medium,M,61,2,5,5,5,1,2,1,1,NA,1,2,4,2,1,2,3,1,2,4,5,1875,87,10
6471,STANKIEWICZ,Finance,UK,Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,169,2,0,0,,0,marketing,medium,F,14,5,5,3,4,1,1,2,2,1,NA,2,3,2,2,1,5,1,5,5,4,1497,88,9
6472,STACKS,Human Resources,UK,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,143,3,0,0,,0,sales,medium,M,12,2,5,3,3,2,1,1,2,NA,1,1,5,2,3,3,3,2,1,5,4,1802,88,6
6473,STACH,IT,Colombia,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,156,3,0,0,,0,technical,low,F,60,5,4,1,5,2,1,2,2,0,NA,1,4,1,2,2,4,2,1,2,4,1553,86,6
6474,SPROLES,Warehouse,Korea,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,241,4,0,0,,0,RandD,medium,F,19,1,3,2,3,1,1,1,1,1,NA,2,5,1,5,3,5,2,2,1,1,2193,77,10
6475,SPENSER,Operations,Turkey,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,212,3,0,0,,0,marketing,medium,F,13,4,3,4,4,2,1,2,1,1,NA,2,5,1,5,3,5,2,2,5,5,2307,78,7
6476,SMOTHERMAN,Sales,Turkey,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,265,3,0,0,,0,support,medium,M,30,3,4,3,3,2,1,1,1,NA,1,2,5,2,4,3,5,2,5,3,5,2293,76,10
6477,SLUSSER,Finance,Japan,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,243,3,0,0,,0,sales,low,F,60,4,2,3,5,1,1,2,2,1,NA,1,1,2,5,2,5,2,1,4,3,2980,77,6
6478,SINHA,Human Resources,Colombia,Manager,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,209,4,0,0,,0,sales,medium,M,15,2,2,1,4,2,1,2,1,NA,1,1,1,2,3,4,2,1,1,3,5,3330,76,9
6479,SILBER,IT,UK,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,229,3,0,0,,0,sales,medium,M,21,5,5,2,3,2,2,1,2,NA,1,1,2,2,1,2,2,2,1,2,3,2688,75,6
6480,SIEFERT,Warehouse,Australia,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,257,2,0,0,,0,sales,low,F,45,1,1,4,4,1,1,1,1,1,NA,1,4,1,4,5,1,1,3,1,2,3496,80,9
6481,SIDDIQUI,Operations,China,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,209,3,0,0,,0,technical,low,M,49,5,3,4,4,1,2,1,2,NA,1,2,1,1,5,2,4,1,4,5,5,3893,80,10
6482,SHUFF,Sales,Australia,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,142,3,0,0,,0,technical,medium,M,23,3,4,3,1,2,1,1,1,NA,1,1,2,1,2,5,4,2,5,4,5,1897,63,8
6483,SHERBURNE,Finance,Turkey,Manager,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,208,4,0,0,,0,management,medium,M,12,5,4,1,4,1,2,1,1,NA,1,1,2,1,5,4,1,2,5,5,5,3181,80,8
6484,SELDON,Human Resources,UK,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,6,167,6,0,0,,0,sales,low,F,15,3,1,3,1,1,2,1,1,1,NA,1,3,1,4,2,1,1,1,4,4,1278,85,9
6485,SEDDON,IT,France,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,266,3,0,0,,0,RandD,medium,M,16,5,4,1,2,1,2,1,1,NA,1,1,4,1,2,3,4,1,2,5,1,2334,75,8
6486,SCHWEIGERT,Warehouse,US,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,210,2,0,0,,0,management,medium,M,44,3,5,4,2,2,2,1,2,NA,1,2,2,2,4,1,5,1,5,4,1,3382,79,10
6487,SCHROETER,Operations,Japan,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,147,2,0,0,,0,sales,medium,F,49,2,2,2,2,1,2,1,2,0,NA,2,2,2,4,2,4,1,5,4,3,1447,67,10
6488,SCHMUCKER,Sales,Turkey,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,132,2,1,0,,0,support,medium,M,8,2,2,5,3,1,1,1,2,NA,1,1,4,2,2,1,4,2,2,2,1,1665,89,10
6489,SAFFOLD,Finance,Australia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,269,3,0,0,,0,sales,medium,F,21,4,5,4,4,2,1,1,1,1,NA,2,3,2,5,2,1,2,5,3,2,3716,78,7
6490,RUTZ,Human Resources,Korea,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,148,3,0,0,,0,accounting,medium,F,48,3,5,1,2,2,2,1,1,0,NA,1,3,1,1,5,1,2,5,1,4,1099,88,6
6491,RUNDLE,IT,Korea,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,268,2,0,0,,0,technical,high,M,32,5,1,5,4,2,1,2,1,NA,1,2,3,2,2,3,2,2,4,2,4,3675,79,9
6492,ROSINSKI,Warehouse,Australia,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,156,2,0,0,,0,RandD,low,F,43,5,5,1,4,1,2,2,1,0,NA,2,3,1,4,5,1,1,3,2,5,1301,65,10
6493,ROSENOW,Operations,Turkey,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,222,4,0,0,,0,technical,low,M,63,1,3,3,1,2,1,1,2,NA,1,1,4,1,2,4,4,2,5,4,2,3506,79,6
6494,ROGALSKI,Sales,Australia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,151,3,0,0,,0,IT,high,F,31,5,3,4,2,2,1,1,2,0,NA,2,5,1,4,2,2,2,3,5,3,1365,89,6
6495,RIDOUT,Finance,US,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,236,3,1,0,,0,RandD,low,F,28,3,3,1,3,2,2,1,2,1,NA,1,4,2,4,4,1,2,2,2,5,3652,76,7
6496,RHYMER,Human Resources,Korea,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,229,3,0,0,,0,sales,medium,F,12,5,4,4,5,2,2,2,2,1,NA,1,3,1,1,1,3,2,4,3,1,3049,76,7
6497,REPLOGLE,IT,US,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,261,3,0,0,,0,technical,low,M,42,3,4,4,2,2,2,2,2,NA,1,2,3,1,1,4,3,1,5,3,2,2664,80,6
6498,REGINA,Warehouse,UK,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,229,4,0,0,,0,sales,low,M,6,1,3,2,3,1,2,1,1,NA,1,1,1,1,1,3,2,1,3,1,3,3757,78,8
6499,REDA,Operations,US,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,205,3,0,0,,0,technical,low,F,60,5,1,3,4,1,2,2,1,1,NA,2,3,2,5,2,2,1,4,1,3,2317,76,6
6500,RAYGOZA,Sales,Turkey,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,240,2,1,0,,0,technical,low,M,8,4,5,1,3,2,2,2,1,NA,1,1,4,2,2,3,1,2,2,3,3,3883,76,9
6501,RATNER,Finance,UK,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,209,6,0,0,,0,marketing,low,F,59,3,1,2,1,1,1,2,2,1,NA,2,5,2,5,4,3,2,2,4,5,2622,76,10
6502,RASCOE,Human Resources,Turkey,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,252,2,0,0,,0,sales,low,M,35,1,4,3,2,2,2,2,2,NA,1,1,2,1,5,1,4,1,2,1,5,2526,76,9
6503,RAHM,IT,Japan,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,140,2,0,0,,0,hr,medium,M,48,4,5,4,3,1,2,1,1,NA,1,2,1,1,4,4,3,2,5,5,3,1102,73,8
6504,QUINCY,Warehouse,Japan,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,156,2,0,0,,0,product_mng,low,F,57,4,1,5,3,2,1,1,1,0,NA,2,4,1,1,4,3,1,3,5,5,1842,85,8
6505,QUAST,Operations,China,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,190,8,0,0,,0,marketing,medium,M,33,2,5,3,1,1,1,2,2,NA,1,2,4,2,2,3,2,1,5,5,4,3448,90,6
6506,PRY,Sales,Turkey,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,138,6,1,0,,0,IT,medium,M,5,4,5,5,4,2,1,2,1,NA,1,2,5,1,2,4,1,1,1,1,1,1853,60,10
6507,PRESSNELL,Finance,Australia,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,243,3,0,0,,0,sales,low,F,35,4,5,2,1,1,1,2,2,1,NA,1,3,2,3,5,2,1,2,1,2,2899,77,10
6508,PREDMORE,Human Resources,Japan,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,183,2,0,0,,0,technical,low,M,58,1,3,2,3,1,1,1,1,NA,1,1,4,1,2,5,5,2,2,5,1,3027,87,9
6509,POU,IT,Turkey,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,190,10,0,0,,0,IT,medium,M,26,5,5,3,2,1,2,1,2,NA,1,1,1,2,2,4,2,2,3,2,4,3244,90,7
6510,PORTO,Warehouse,Australia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,235,2,0,0,,0,product_mng,low,M,27,1,4,4,2,2,1,2,2,NA,1,2,2,1,4,2,5,4,4,3,4,2451,76,9
6511,PLEASANTS,Operations,Japan,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,143,6,0,0,,0,sales,medium,M,63,2,4,3,2,1,2,2,1,NA,1,2,1,2,4,1,4,1,3,5,5,1953,75,9
6512,PIGFORD,Sales,Australia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,176,2,0,0,,0,IT,medium,F,45,1,1,3,5,2,2,2,2,1,NA,2,2,1,1,4,3,1,4,1,5,1470,71,6
6513,PAVONE,Finance,UK,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,178,3,0,0,,0,IT,low,F,39,5,2,5,1,2,1,2,1,1,NA,2,5,2,4,1,4,1,4,4,5,1498,72,10
6514,PATNAUDE,Human Resources,Turkey,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,270,2,0,0,,0,sales,medium,F,59,2,5,3,2,1,1,1,2,1,NA,1,1,1,5,3,4,2,4,2,1,3706,79,9
6515,PARRAMORE,IT,China,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,141,2,1,0,,0,sales,low,M,7,4,4,3,1,1,2,1,1,NA,1,1,4,1,1,5,2,1,2,4,1,1479,90,7
6516,PAPADOPOULOS,Warehouse,France,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,220,3,0,0,,1,management,medium,M,8,3,2,1,1,4,5,2,2,NA,NA,1,4,1,2,4,3,1,3,3,2,3342,75,8
6517,PALMATIER,Operations,Colombia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,264,3,0,0,,0,product_mng,medium,F,56,5,4,4,5,2,2,1,2,1,NA,5,5,4,1,5,5,2,2,2,5,3482,79,7
6518,OUZTS,Sales,Japan,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,150,2,0,0,,1,sales,low,F,48,5,4,5,4,5,2,2,2,0,NA,1,5,1,2,2,5,1,4,3,2,1256,61,7
6519,OSHIELDS,Finance,Japan,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,175,3,0,0,,0,product_mng,medium,M,4,4,3,5,5,2,1,2,2,NA,1,4,5,5,2,4,5,1,4,1,4,1519,73,9
6520,ORTIS,Human Resources,Turkey,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,223,3,0,0,,0,product_mng,medium,F,19,4,4,5,2,2,1,2,1,1,NA,1,1,1,5,3,4,2,4,4,2,3356,78,6
6521,OLMEDA,IT,Korea,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,162,10,0,0,,0,management,high,M,12,4,5,2,3,1,2,2,1,NA,1,2,4,1,4,4,2,2,4,3,5,1583,88,8
6522,OLDEN,Warehouse,UK,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,6,221,10,0,0,,0,marketing,medium,M,42,4,5,4,4,1,2,2,2,NA,1,1,4,1,5,4,4,2,3,1,2,2972,76,7
6523,OKAMOTO,Operations,Australia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,216,3,0,0,,0,sales,low,M,40,1,1,5,4,1,2,2,2,NA,1,1,3,1,3,1,3,1,1,4,3,2668,78,6
6524,NORBY,Sales,France,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,5,133,10,0,0,,0,technical,medium,M,9,5,4,4,3,2,2,2,2,NA,1,1,3,1,5,2,2,1,1,5,4,1724,86,6
6525,NITZ,Finance,Colombia,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,191,3,1,0,,0,product_mng,high,M,3,2,2,1,5,1,1,2,1,NA,1,1,3,1,1,3,4,2,4,3,4,2353,90,6
6526,NIEBUHR,Human Resources,France,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,156,3,0,0,,0,product_mng,low,M,39,5,2,4,4,1,1,1,1,NA,1,2,4,1,5,2,3,2,2,5,3,1483,85,6
6527,NEVIUS,IT,US,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,252,3,1,0,,0,sales,medium,F,30,1,4,3,4,2,2,1,2,1,NA,1,4,2,4,4,2,2,3,1,2,2669,76,7
6528,NEIMAN,Warehouse,UK,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,198,3,1,0,,0,product_mng,low,M,2,5,3,2,4,2,1,2,1,NA,1,1,5,2,2,1,2,2,3,5,3,3417,89,7
6529,NEIDIG,Operations,Australia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,139,8,0,0,,0,sales,medium,M,21,3,4,3,2,2,2,2,1,NA,1,2,5,1,3,1,3,2,5,3,2,1033,70,10
6530,NEECE,Sales,China,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,1,2,3,2,1,0.67,2,255,3,0,1,5,0,technical,low,M,19,1,1,5,4,2,2,2,2,NA,1,2,5,2,5,2,1,1,5,1,4,1551,89,8
6531,MURAWSKI,Finance,France,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,1,2,3,2,1,0.67,4,141,2,0,1,5,0,sales,low,F,23,1,1,1,5,1,1,1,2,0,NA,2,4,2,3,4,4,1,1,5,3,1689,86,8
6532,MROZ,Human Resources,Japan,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,151,3,0,0,,0,IT,high,F,39,1,4,2,1,1,1,1,2,0,NA,2,1,1,3,2,5,2,1,3,1,1458,86,7
6533,MOYLAN,IT,UK,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,236,3,1,0,,0,RandD,low,F,54,5,3,4,1,1,1,2,2,1,NA,2,5,2,3,1,5,2,2,5,1,3976,78,6
6534,MOULTRY,Warehouse,Colombia,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,3,229,3,0,0,,0,sales,medium,F,46,4,5,2,4,1,1,2,2,1,NA,2,3,1,3,2,3,2,4,1,2,3223,76,8
6535,MOSTELLER,Operations,Korea,Level 2-4,,1,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,4,261,3,0,0,,0,technical,low,F,6,3,4,3,4,2,1,1,2,1,NA,2,3,2,5,5,3,1,4,2,2,2787,76,6
6536,MORING,Sales,Turkey,Level 2-4,,0,,3,6,6,0.5,3,1,2,1,1,3,5,4,4,5,5,5,4,4,3,0.67,2,229,4,0,0,,0,sales,low,F,11,1,3,1,4,2,2,1,2,1,NA,1,2,1,3,1,3,1,3,1,4,3614,75,9
